id,text
2704,"DANNNGGG!!!! THIS PLACE IS INCREDIBLE!!! Give me more! Buddha Bowl- Rice, veggies, choice of meat, hot sauce, sesame oil- my mouth is watery and my stomach is satisfied!Placed my ordered, got my food, ate my food- in under 30 minutes. Cash only"
2705,"This place lives up to the hype. I don't think any hot dog is worth a 2 hour wait, but I always go during non-peak hours.The duck fries are good but the hot dogs really steal the show. I love the spicy thai dog. I usually get 2 dogs and skip the fries.I have met some very nice people while waiting in line. It's really an experience at Doug's.Make sure you bring cash. Doug is very nice."
2706,"Crisp is about as good as you could get for the price. They have great wings and fried chicken as well as the best chicken sandwich in the city. Their seoul sassy sauce is killer. If you are in the area and are trying to figure out what to eat, walk over to Broadway immediately."
2707,"Not much to add that hasn't already been said! This place is amazing, I live in MA but travel to see family in Chicago frequency and make Hot Doug's a must for each trip! Lines can be long, but don't let it scare you, worth the wait. Prices are insanely cheap as well. Pretty sure I remember it being cash only."
2708,BEST SAUSAGES in town! I recommend you go here before you expire!
2709,"i find this place ok, you can find places like these all over the south side and a hella cheaper. The line thing and seating is crazy, now don't get me wrong the place has good food-but why wait for it! Im telling you good hot dogs in the city are not hard to find- so i dont wait in line!!!!"
2710,Their seoul sassy chicken wings are SOOO BOMBBB!
2711,"WOW...I am so surprised by how much I didn't care for the chicken at Crisp..It's not that I don't enjoy greasy fried chicken,,,,cause I do..but I normally avoid eating it, like at KFC, but had the desire to eat some fried chicken(maybe feeling anxious..I don't know). Anyway, I got the Plane Jane and a soda pop..1/2 chicken was the smallest I could get..It cost over $10 which was amazing to begin with.That's alot for fried boney chicken. I then sat down yesterday, Tuesday, and sat at a picnic table that was shared with other people around lunch. We all had to share these brown paper towel rolls, all with other people's greasy fingers on them as well...Im not a fancy person, but having my own individual napkin is like a minimum eating need that I have at a restaurant..Maybe this is how they do it in Korea, but not COOl at all..or sanitary. So,,the chicken was just completely unremarkable..Just crispy fried chicken..a little peppering I think..but just chicken..Not bready like KFC, just skin on chicken fried up. Maybe I should have added a few hundred more calories and got it with the BBQ or Seol sassy sauce to hide the taste of the chicken, but blowing my diet on fried chicken was bad enough. I ate about half, and threw out the rest. I would give the food a 1 star,,overpriced and not good. The servicewas friendly and fast, so that bumps up this BIG let down to a 2 star. WOW........"
2712,"food is awesome, dogs are the best, but the wait is too long. you need to open at another location to better serve your customers. ;)"
2713,"Crisp, when translated from Koren, means yay. At least, that's how I feel after each time I have a meal here. I was so excited when I discovered Crisp since Koreans are known in Asia for their fried chicken but it's not common knowledge in this country yet. I have my brother to thank for introducing me. I started going to Crisp when it first opened and the owner was still working the counter. He truly listens to his customers because I asked him why he wasn't carrying Milkies (which happens to be one of my favourite Korean beverages). Soon after, it appeared in their beverage coolers. The others who have since joined the Crisp team are stellar and I've enjoyed getting to know them as well.I have taken a tour around their menu and I cannot get past the Seoul Sassy wings and the Buddha bowl aka bi bim bop. Every time I introduce a new friend to Crisp, they are delighted. One of my best friends from NYC came to visit me soon after I had moved here from the City and I brought him to Crisp. He said that he had tried a sauce similar when he was in Miami and has been searching for that same type of taste ever since. It was here in Chicago when he was able to do so again. This friend happens to be someone I have had hundreds of meals with and never a bad one; his high praise echoed my sentiments. I cannot say enough how much I love Crisp. Try this place. I'm serious."
